Date,BTC_Price,Binance_USDT,Gate_USDT,Other_USDT,Total_BTC,Total_USDT,Total_IDR
2024-04-12 07:55:43.458113,70267.99000000,15138.151399694701,2124.10457472,872.9506713720818,0.2580863156294464,18135.206645786784,293246291.4623723
2024-04-12 08:10:43.523258,70219.00000000,15159.19932302,2124.10457472,871.0006713720819,0.2585383524275778,18154.304569112082,293555104.8825424
2024-04-12 08:25:43.395820,70231.49000000,15168.488351390502,2124.10457472,872.300671372082,0.25864314707665437,18164.893597482584,293726329.4712934
2024-04-12 08:40:43.396678,70220.07000000,15164.685589559402,2124.10457472,870.0256713720819,0.25859865755832323,18158.815835651487,293628052.06248456
2024-04-12 08:55:43.381991,70309.82000000,15191.581254869601,2124.10457472,872.6256713720819,0.25868806805310673,18188.311500961685,294104996.9705504
2024-04-12 09:10:43.461384,70422.50000000,15208.890987100001,2124.10457472,872.6256713720819,0.25851995077130296,18205.621233192083,294384895.340716
2024-04-12 09:25:43.399110,70632.39000000,15253.728564966,2124.10457472,875.8756713720819,0.2584325521344823,18253.708811058084,295162471.4748092
2024-04-12 09:27:24.745939,70648.23000000,15257.8727997372,2124.10457472,874.5756713720818,0.2584148682257048,18256.553045829285,295208462.75105953
2024-04-12 09:40:43.432149,70729.78000000,15264.377719228001,2124.10457472,872.300671372082,0.25817672506997874,18260.782965320082,295276860.54922575
2024-04-12 09:55:43.445674,70666.02000000,15241.358845911602,2124.10457472,870.6756713720819,0.25806093355765164,18236.139092003683,294878369.11769956
2024-04-12 10:10:43.399899,70698.64000000,15278.61239176,2124.10457472,873.2756713720819,0.25850557574872846,18275.992637852083,295522800.9540682
2024-04-12 10:25:43.396411,70840.40000000,15284.241342399999,2124.10457472,876.200671372082,0.2581090251959628,18284.54658849208,295661118.33591694
2024-04-12 10:40:44.768537,70887.00000000,15285.183757020002,2124.10457472,873.925671372082,0.25792054965102323,18283.214003112083,295639570.4303224
2024-04-12 10:55:43.402183,70960.62000000,15297.483254589599,2124.10457472,872.6256713720819,0.2578079715295848,18294.213500681682,295817432.3060228
2024-04-12 11:06:29.634733,70955.96000000,15308.791653135602,2124.10457472,875.2256713720819,0.25802091747088873,18308.121899227684,296042331.11051166
